item_id,name,material_id,brand_name,tb_price,our_price,zk_final_price,reserve_price,final_promotion_price,predict_rounding_up_price,shop_name,title,sub_title,short_title,image_url,click_url,annual_vol,level_one_category_id,level_one_category_name,tk_total_sales,coupon_url,has_full_reduction,full_reduction_coupon_set,full_reduction_coupon_fee0,full_reduction_coupon_desc0,full_reduction_coupon_type0,full_reduction_coupon_src_scene0,full_reduction_coupon_fee1,full_reduction_coupon_desc1,full_reduction_coupon_type1,full_reduction_coupon_src_scene1,has_alimama_reduction,alimama_coupon_set,alimama_coupon_fee0,alimama_coupon_desc0,alimama_coupon_type0,alimama_coupon_src_scene0,alimama_coupon_fee1,alimama_coupon_desc1,alimama_coupon_type1,alimama_coupon_src_scene1,has_open_reduction,open_coupon_set,open_coupon_fee0,open_coupon_desc0,open_coupon_type0,open_coupon_src_scene0,open_coupon_fee1,open_coupon_desc1,open_coupon_type1,open_coupon_src_scene1
4NGjrqghgtNoBnZeQbi70nFNtg-ammooDbtYr5MDkOps7,乔丹夏季网面透气轻便跑步鞋女鞋,86620,乔丹,159,119,159,269.00,119,,乔丹官方旗舰店,乔丹运动鞋女鞋跑步鞋夏季轻便软底减震跳绳鞋网面透气薄款慢跑鞋,热销爆款 网面透气 轻质柔软  一脚蹬轻便,乔丹夏季网面透气轻便跑步鞋女鞋,http://img.alicdn.com/bao/uploaded/i3/458694874/O1CN01wqKs9C1lsLOPKxb98_!!0-item_pic.jpg,19￥ HU0854 JTiS3ZWs8Dp￥ https://m.tb.cn/h.gh7omzu  乔丹运动鞋女鞋跑步鞋夏季轻便软底减震跳绳鞋网面透气薄款慢跑鞋,3万+,50012029,运动鞋new,,27￥ CZ0015 kPhX3ZWr6GR￥ https://m.tb.cn/h.g6h8mhb  乔丹运动鞋女鞋跑步鞋夏季轻便软底减震跳绳鞋网面透气薄款慢跑鞋,否,,,,,,,,,,是,,40,满79减40,单品券,妈妈渠道券,,满169减40,单品券,妈妈渠道券,是,,,满59减30,单品券,全网公开券,,满200减20,店铺券,全网公开券
rJavPjDIOtVK5pBjg7te2BCqtZ-pGGooDOCgya4po7pFjP,苏苏姐家驼颜钩针diy手工织毛衣,86620,苏苏姐家,12.6,7.6,12.6,12.60,7.6,,苏苏姐家旗舰店,苏苏姐家驼颜手工diy编织毛衣羊毛线钩针织围巾材料包玩偶毛线团,细线耐织，英伦风格，高性价比，莫兰迪色,苏苏姐家驼颜钩针diy手工织毛衣,http://img.alicdn.com/bao/uploaded/i1/3589734645/O1CN01on7wst1kBSQXK4s5I_!!0-item_pic.jpg,79￥ MF1643 7PLm3ZWs8DK￥ https://m.tb.cn/h.gh7Mpdg  苏苏姐家驼颜手工diy编织毛衣羊毛线钩针织围巾材料包玩偶毛线团,3万+,50010404,服饰配件/皮带/帽子/围巾,,58￥ HU7632 UPGp3ZWriWo￥ https://m.tb.cn/h.g6h8BEF  苏苏姐家驼颜手工diy编织毛衣羊毛线钩针织围巾材料包玩偶毛线团,是,,,每200减20,,,,,,,是,,5,满8减5,单品券,妈妈渠道券,,,,,否,,,,,,,,,
Qqwep5QTQtBRANp8dMSQKAcatQ-4YYqqJOC8gmd9Q0JIN,小白鞋空军一号361情侣,86620,361°,169,108,169,269.00,108,,361度官方旗舰店,361男鞋小白鞋2024夏季透气空军一号鞋子休闲鞋情侣运动鞋板鞋女,板鞋,小白鞋空军一号361情侣,http://img.alicdn.com/bao/uploaded/i4/363607599/O1CN010GRJcb260Ofj39bVL-363607599.jpg,37￥ MF1643 spro3ZWIOnE￥ https://m.tb.cn/h.g6h8rpI  361男鞋小白鞋2024夏季透气空军一号鞋子休闲鞋情侣运动鞋板鞋女,5万+,50012029,运动鞋new,,29￥ ZH4920 u3P33ZWsWOu￥ https://m.tb.cn/h.g6sPA43  361男鞋小白鞋2024夏季透气空军一号鞋子休闲鞋情侣运动鞋板鞋女,否,,,,,,,,,,是,,60,满169减60,单品券,妈妈渠道券,,,,,是,,,满300减30,店铺券,全网公开券,,满119减50,单品券,全网公开券
dAZ0RrDcZt32XbV5BpiozAuet3-4YYqqJOC8vyWA0W4cp9,hotmarzz/黑玛毛毛拖鞋女外穿,86620,hotmarzz/黑玛,39.9,35.9,39.9,79.00,35.9,29.92,hotmarzz旗舰店,hotmarzz/黑玛毛毛拖鞋女外穿秋冬网红黑色毛拖鞋防滑耐磨一字拖,,hotmarzz/黑玛毛毛拖鞋女外穿,http://img.alicdn.com/bao/uploaded/i1/1706278919/O1CN01eBdqCX2FkxL0bL4El_!!0-item_pic.jpg,07￥ MF6563 hkqH3ZWsUue￥ https://m.tb.cn/h.gTzHdIM  hotmarzz/黑玛毛毛拖鞋女外穿秋冬网红黑色毛拖鞋防滑耐磨一字拖,200+,50006843,女鞋,,07￥ HU9196 KY3G3ZWrzbh￥ https://m.tb.cn/h.g6hQVks  hotmarzz/黑玛毛毛拖鞋女外穿秋冬网红黑色毛拖鞋防滑耐磨一字拖,否,,,,,,,,,,是,,,满27减1,店铺券,妈妈渠道券,4,满35减4,店铺券,妈妈渠道券,否,,,,,,,,,
P7zJMa0I3t6pW5dnZMtV6ofPt6-9YYbbwkCOvP0mZ2ztQ,外穿秋冬厚底ins网红毛毛拖鞋女,86620,hotmarzz/黑玛,29.9,28.9,29.9,99.00,28.9,21.92,hotmarzz旗舰店,hotmarzz/黑玛厚底网红毛毛拖鞋女外穿秋冬室内ins潮居家防滑拖鞋,,外穿秋冬厚底ins网红毛毛拖鞋女,http://img.alicdn.com/bao/uploaded/i1/1706278919/O1CN01eMhPX52FkxL1a6zQO_!!0-item_pic.jpg,07￥ HU0025 eo9F3ZWI1YQ￥ https://m.tb.cn/h.g6sPpvw  hotmarzz/黑玛厚底网红毛毛拖鞋女外穿秋冬室内ins潮居家防滑拖鞋,100+,50006843,女鞋,,89￥ HU0025 FYxJ3ZWIiOL￥ https://m.tb.cn/h.gh7oNVp  hotmarzz/黑玛厚底网红毛毛拖鞋女外穿秋冬室内ins潮居家防滑拖鞋,否,,,,,,,,,,是,,1,满27减1,店铺券,妈妈渠道券,,满35减4,店铺券,妈妈渠道券,否,,,,,,,,,
Ge7bA9xf8tYa305jWAtPBYuQtJ-booDDB5fGebNZ88KCy,Skechers斯凯奇春新款网面健步鞋,86620,Skechers/斯凯奇,379.0,359,429,649.00,359,359,斯凯奇舒乐步旗舰店,Skechers斯凯奇男士休闲鞋夏季透气软底中老年一脚蹬健步爸爸鞋,轻量缓震经典健步鞋，时尚简约百搭；,Skechers斯凯奇春新款网面健步鞋,http://img.alicdn.com/bao/uploaded/i4/2208059210700/O1CN01qERetv1H2eDIP85BD_!!2208059210700.jpg,67￥ CZ3456 HIV13ZWsDfJ￥ https://m.tb.cn/h.g6sldEn  Skechers斯凯奇男士休闲鞋夏季透气软底中老年一脚蹬健步爸爸鞋,66,50011740,流行男鞋,,19￥ CZ0015 uv6N3ZWIZJS￥ https://m.tb.cn/h.gTzHiy8  Skechers斯凯奇男士休闲鞋夏季透气软底中老年一脚蹬健步爸爸鞋,否,,,,,,,,,,是,,,满600减120,店铺券,妈妈渠道券,,,,,是,,50,满300减50,店铺券,全网公开券,,满600减100,店铺券,全网公开券
0AaxODbi7t8mG7o92JTqNXh2t6-DYYKKrZCPO6Z8vwmcq,hotmarzz/黑玛厚底毛毛拖鞋女,86620,hotmarzz/黑玛,39.9,35.9,39.9,79.00,35.9,29.92,hotmarzz旗舰店,hotmarzz/黑玛厚底毛毛拖鞋女秋冬外穿韩版ins潮高级感拖鞋毛毛鞋,,hotmarzz/黑玛厚底毛毛拖鞋女,http://img.alicdn.com/bao/uploaded/i1/1706278919/O1CN019W6c0T2FkxKpODu5u_!!0-item_pic.jpg,77￥ HU9046 VZns3ZWsBRX￥ https://m.tb.cn/h.g6hjrQI  hotmarzz/黑玛厚底毛毛拖鞋女秋冬外穿韩版ins潮高级感拖鞋毛毛鞋,200+,50006843,女鞋,,67￥ CZ3458 o6hG3ZWHYdv￥ https://m.tb.cn/h.gh7L4o0  hotmarzz/黑玛厚底毛毛拖鞋女秋冬外穿韩版ins潮高级感拖鞋毛毛鞋,否,,,,,,,,,,是,,,满27减1,店铺券,妈妈渠道券,4,满35减4,店铺券,妈妈渠道券,否,,,,,,,,,
NbRqrk3T5tGQ9dNjPrt72KsRtB-9YYbbwkCOP3RBn6ohQ,牛皮女单鞋millie's休闲时尚,86620,MILLIE'S/妙丽,498.0,438.19,538,1499.00,438.19,418.19,millies妙丽旗舰店,妙丽绿色春新款牛皮时尚复古法式高跟玛丽珍小皮鞋女单鞋SCY11AQ2,时尚复古高跟女单鞋,牛皮女单鞋millie's休闲时尚,http://img.alicdn.com/bao/uploaded/i4/2940677727/O1CN01wo7lm726x1MugBQFc_!!2940677727.jpg,38￥ HU0025 noVK3ZWsFSR￥ https://m.tb.cn/h.g6skA9p  妙丽绿色春新款牛皮时尚复古法式高跟玛丽珍小皮鞋女单鞋SCY11AQ2,100+,50006843,女鞋,,88￥ CZ3452 c0VI3ZWI7P5￥ https://m.tb.cn/h.g6sluDu  妙丽绿色春新款牛皮时尚复古法式高跟玛丽珍小皮鞋女单鞋SCY11AQ2,是,,40,每200减20,,,,,,,是,,20,满21减20,单品券,妈妈渠道券,,,,,是,,,满1098减80,店铺券,全网公开券,,满798减50,店铺券,全网公开券
0AaxO5RT7t8mG7o92JTqYrt2t6-mGGRRD9C75B50PqmcO,回力高帮小白鞋老爹鞋百搭运动鞋,86620,Warrior/回力,59,44,59,299.00,44,,回力官方品牌店,回力爆款老爹鞋2024夏季新款厚底鞋子运动鞋高帮小白鞋板鞋情侣鞋,,回力高帮小白鞋老爹鞋百搭运动鞋,http://img.alicdn.com/bao/uploaded/i2/2200593005664/O1CN01acdEXS1riAHeSTOG1_!!2200593005664.jpg,47￥ CZ0012 sJAi3ZWrK6A￥ https://m.tb.cn/h.g6skxg5  回力爆款老爹鞋2024夏季新款厚底鞋子运动鞋高帮小白鞋板鞋情侣鞋,2000+,50006843,女鞋,,07￥ HU9046 ayFl3ZWIiZq￥ https://m.tb.cn/h.g6hjL7d  回力爆款老爹鞋2024夏季新款厚底鞋子运动鞋高帮小白鞋板鞋情侣鞋,是,,,每200减20,,,,,,,是,,,满99减20,店铺券,妈妈渠道券,15,满49减15,店铺券,妈妈渠道券,是,,,满99减20,店铺券,全网公开券,,满200减25,店铺券,全网公开券
rQOgWr3SOtVK5pwzQ6ie9ruqtZ-DYYKKrZCPPVdjXgNTO4,厚底秋冬季新款家居防滑毛毛拖鞋,86620,hotmarzz/黑玛,29.9,28.9,29.9,59.00,28.9,21.92,hotmarzz旗舰店,毛毛拖鞋女秋冬季外穿厚底新款爆款网红家居静音防滑软底毛毛鞋女,,厚底秋冬季新款家居防滑毛毛拖鞋,http://img.alicdn.com/bao/uploaded/i2/1706278919/O1CN01TjI2B02FkxDRjakXb_!!0-item_pic.jpg,37￥ HU0025 cxWJ3ZWId9p￥ https://m.tb.cn/h.g6slR5t  毛毛拖鞋女秋冬季外穿厚底新款爆款网红家居静音防滑软底毛毛鞋女,400+,50006843,女鞋,,48￥ CZ3458 3u1f3ZWINjs￥ https://m.tb.cn/h.gTzspsJ  毛毛拖鞋女秋冬季外穿厚底新款爆款网红家居静音防滑软底毛毛鞋女,否,,,,,,,,,,是,,1,满27减1,店铺券,妈妈渠道券,,满35减4,店铺券,妈妈渠道券,否,,,,,,,,,
P7zJMvnI3t6pW5dnZMtVyzfPt6-ekkbbyPcXynqmP9juj,ppp恶童甜心亮黑色插扣玛丽珍鞋,86620,pinkpunkplank,459.0,359,499,499.00,359,349.1,pinkpunkplank,ppp 恶童甜心系列 2023春夏 亮黑色机能风插扣大头玛丽珍厚底鞋,,ppp恶童甜心亮黑色插扣玛丽珍鞋,http://img.alicdn.com/bao/uploaded/i4/2987758923/O1CN010RmtiF2FmmfxpAhEE_!!2987758923.jpg,79￥ CZ3456 xVsA3ZWru3H￥ https://m.tb.cn/h.g6sPA93  ppp 恶童甜心系列 2023春夏 亮黑色机能风插扣大头玛丽珍厚底鞋,900+,50006843,女鞋,,68￥ CZ0000 bgYn3ZWsjQI￥ https://m.tb.cn/h.g6hj2Pd  ppp 恶童甜心系列 2023春夏 亮黑色机能风插扣大头玛丽珍厚底鞋,是,,40,每200减20,,,,,,,是,,100,满499减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
BVWkYoZf6t8v2mYGkdTrWzCrte-Q7755dZTwqpNJKmdHk,卓诗尼女鞋休闲厚底中跟老爹鞋,86620,Josiny/卓诗尼,199,169,199,399.00,169,163.03,卓诗尼笑好专卖店,卓诗尼女鞋2024夏季新款休闲舒适透气小众百搭厚底中跟平底老爹鞋,,卓诗尼女鞋休闲厚底中跟老爹鞋,http://img.alicdn.com/bao/uploaded/i2/821576962/O1CN01x5qmLj21IeL0m5lHb_!!0-item_pic.jpg,59￥ HU9196 UHUz3ZWI4Rl￥ https://m.tb.cn/h.g6h8rxY  卓诗尼女鞋2024夏季新款休闲舒适透气小众百搭厚底中跟平底老爹鞋,1000+,50006843,女鞋,,07￥ CZ0015 31cd3ZWsC6O￥ https://m.tb.cn/h.g6slIJp  卓诗尼女鞋2024夏季新款休闲舒适透气小众百搭厚底中跟平底老爹鞋,否,,,,,,,,,,是,,,满229减50,店铺券,妈妈渠道券,30,满189减30,店铺券,妈妈渠道券,是,,,满100减20,店铺券,全网公开券,,满200减30,店铺券,全网公开券
9Mgq6QefBtOMdnx0paFn4vhQt6-rGGjjD4CMNNMDwamUkx,hotmarzz/黑玛毛毛拖鞋女外穿,86620,hotmarzz/黑玛,39.9,35.9,39.9,79.00,35.9,29.92,hotmarzz旗舰店,hotmarzz/黑玛毛毛拖鞋女外穿厚底网红室内新款秋冬季毛绒一字拖,,hotmarzz/黑玛毛毛拖鞋女外穿,http://img.alicdn.com/bao/uploaded/i1/1706278919/O1CN01u5xJQR2FkxKkdXt4I_!!0-item_pic.jpg,58￥ CA6496 TdJo3ZWsBCm￥ https://m.tb.cn/h.gh7Mpit  hotmarzz/黑玛毛毛拖鞋女外穿厚底网红室内新款秋冬季毛绒一字拖,400+,50006843,女鞋,,37￥ CZ0001 hjKs3ZWI5GY￥ https://m.tb.cn/h.g6h8wBW  hotmarzz/黑玛毛毛拖鞋女外穿厚底网红室内新款秋冬季毛绒一字拖,否,,,,,,,,,,是,,,满27减1,店铺券,妈妈渠道券,4,满35减4,店铺券,妈妈渠道券,否,,,,,,,,,
2xmb4W6UotgkaM0wxetKr8uDtD-6YYggJ4CyArAn24piKW,运动休闲厚底系带老爹鞋子女,86620,,178,173,178,278.00,173,155.2,TFM潮流女鞋,运动休闲鞋女2024年春季新款时尚系带真皮百搭舒适轻便厚底老爹鞋,,运动休闲厚底系带老爹鞋子女,http://img.alicdn.com/bao/uploaded/i1/276062143/O1CN01BVZWA51RhXjeraeoS_!!276062143.jpg,89￥ CZ0002 s8ru3ZWrtck￥ https://m.tb.cn/h.g6slRgj  运动休闲鞋女2024年春季新款时尚系带真皮百搭舒适轻便厚底老爹鞋,500+,50006843,女鞋,,58￥ HU0854 07VW3ZWs3LS￥ https://m.tb.cn/h.gTzs4De  运动休闲鞋女2024年春季新款时尚系带真皮百搭舒适轻便厚底老爹鞋,是,,,每200减20,,,,,,,是,,5,满5.01减5,店铺券,妈妈渠道券,,,,,否,,,,,,,,,
oRJyXWmhrtKP7NDORbiAyzfntN-oGGooDVCBQjjowG4tJY,新生纯棉半背衣人之初,84226,人之初,32.9,24.9,32.9,89.00,24.9,,人之初母婴旗舰,人之初新生婴儿儿衣服半背衣春秋初生宝宝纯棉上衣和尚服2件春装,,新生纯棉半背衣人之初,http://img.alicdn.com/bao/uploaded/i1/1986479298/O1CN01LGnZDA2IYXYspneAr_!!0-item_pic.jpg,38￥ CZ0002 6vs93ZWIVpo￥ https://m.tb.cn/h.gTztpnc  人之初新生婴儿儿衣服半背衣春秋初生宝宝纯棉上衣和尚服2件春装,2万+,50008165,童装/婴儿装/亲子装,,27￥ CA6496 t9453ZWseJZ￥ https://m.tb.cn/h.gTzHfXC  人之初新生婴儿儿衣服半背衣春秋初生宝宝纯棉上衣和尚服2件春装,否,,,,,,,,,,是,,8,满28减8,店铺券,妈妈渠道券,,,,,否,,,,,,,,,
60wzkm7u8tG72A0yz5irR8Tot3-MxxMMdZuV5Xke4yrsZn,赤本舖新生婴儿专用大白罐润肤霜,84226,赤本舖,109,74,109,109.00,74,,赤本舖旗舰店,赤本舖大蓝罐身体乳婴儿面霜润肤霜新生婴儿保湿宝宝霜儿童大白罐,,赤本舖新生婴儿专用大白罐润肤霜,http://img.alicdn.com/bao/uploaded/i4/2216398289885/O1CN01igyvrb2MtO4HZwtj5_!!0-item_pic.jpg,78￥ MF3543 GWrf3ZWICZH￥ https://m.tb.cn/h.gh7oR1q  赤本舖大蓝罐身体乳婴儿面霜润肤霜新生婴儿保湿宝宝霜儿童大白罐,5000+,50014812,婴童用品,,59￥ ZH4920 Tg3x3ZWsC7b￥ https://m.tb.cn/h.g6slff0  赤本舖大蓝罐身体乳婴儿面霜润肤霜新生婴儿保湿宝宝霜儿童大白罐,否,,,,,,,,,,是,,,满109减35,单品券,妈妈渠道券,35,满109减35,单品券,妈妈渠道券,是,,,满109减20,单品券,全网公开券,,,,
YDX4OGaCptXrbdYkZKTa4eT2t6-JNNzzkZta35zX9D0uZ,洛颜助睡眠牵引枕护颈枕,84226,洛颜（床上用品）,139.9,39.9,139.9,139.90,39.9,,洛颜旗舰店,Y洛颜助睡眠反弓反牵引枕芯颈椎修复度变直单双人枕睡专用护颈枕,,洛颜助睡眠牵引枕护颈枕,http://img.alicdn.com/bao/uploaded/i4/2218173422399/O1CN01TOLemb1Tan7yC01ve_!!2-item_pic.png,08￥ CZ0012 W2123ZWssrl￥ https://m.tb.cn/h.gTztNiP  Y洛颜助睡眠反弓反牵引枕芯颈椎修复度变直单双人枕睡专用护颈枕,36,50014812,婴童用品,,39￥ MF7997 l9o43ZWIcDp￥ https://m.tb.cn/h.g6sPFRL  Y洛颜助睡眠反弓反牵引枕芯颈椎修复度变直单双人枕睡专用护颈枕,否,,,,,,,,,,是,,100,满139减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
3kJz2OGFAtYGOX4oyvIRJrH9tJ-Obb88dZSZ4GVz7QMfr,,84226,洛颜（床上用品）,199.9,99.9,199.9,199.90,99.9,,洛颜旗舰店,Y洛颜高端轻奢水洗天丝四件套高克重丝滑裸睡水洗真丝4件套,,,http://img.alicdn.com/bao/uploaded/i2/2218173422399/O1CN01zDKOhW1Tan83Rs1Lf_!!0-item_pic.jpg,09￥ CZ0002 b2uN3ZWs6sU￥ https://m.tb.cn/h.gTzHAXY  Y洛颜高端轻奢水洗天丝四件套高克重丝滑裸睡水洗真丝4件套,14,50014812,婴童用品,,18￥ CZ0001 Hx8f3ZWI8i3￥ https://m.tb.cn/h.gh7LYmf  Y洛颜高端轻奢水洗天丝四件套高克重丝滑裸睡水洗真丝4件套,否,,,,,,,,,,是,,100,满139减100,单品券,妈妈渠道券,,,,,否,,,,,,,,,
oRJyXWvIrtKP7NDORbiAzpCntN-g66JJjyup5a4KBZJcG5,不二宝贝黑猪肉午餐肉宝宝辅食,84226,不二宝贝,32.8,24.8,32.8,199.00,24.8,,不二宝贝旗舰店,不二宝贝儿童黑猪午餐肉单独包片装无添加搭宝宝罐头三明治专用,早餐速熟食无添加,不二宝贝黑猪肉午餐肉宝宝辅食,http://img.alicdn.com/bao/uploaded/i2/2212478319537/O1CN01ZbbbzO2KK0FEkM9u5_!!0-item_pic.jpg,87￥ MF6563 oSkv3ZWIIEn￥ https://m.tb.cn/h.g6h8z6d  不二宝贝儿童黑猪午餐肉单独包片装无添加搭宝宝罐头三明治专用,1万+,35,奶粉/辅食/营养品/零食,,98￥ MF3543 x8in3ZWsfuI￥ https://m.tb.cn/h.g6hjVvT  不二宝贝儿童黑猪午餐肉单独包片装无添加搭宝宝罐头三明治专用,否,,,,,,,,,,是,,8,满30减8,单品券,妈妈渠道券,,,,,是,,,满30减3,单品券,全网公开券,,满20减3,单品券,全网公开券
G4JxWGZt8tYa305mprIPBasQtJ-3YYyygVC00OQAV4ZcRY,DSU薄荷多口味清新口气漱口水,84226,DSU（美妆）,49.9,29.9,49.9,89.90,29.9,6.63,dsu旗舰店,拍3件 第3件0元  五种口味任选便携清爽漱口水约会清新口气洁净1,0酒精+0色素+0防腐剂+便携,DSU薄荷多口味清新口气漱口水,http://img.alicdn.com/bao/uploaded/i4/2208375208398/O1CN011nS1Wz2BuKzoRt6Ez_!!0-item_pic.jpg,99￥ HU9046 AgI33ZWsYXv￥ https://m.tb.cn/h.g6slA61  拍3件 第3件0元  五种口味任选便携清爽漱口水约会清新口气洁净1,2万+,50022517,孕妇装/孕产妇用品/营养,,18￥ HU7632 kztA3ZWIpRF￥ https://m.tb.cn/h.g6hQLjG  拍3件 第3件0元  五种口味任选便携清爽漱口水约会清新口气洁净1,否,,,,,,,,,,是,,20,满49减20,单品券,妈妈渠道券,,,,,是,,,满49减10,单品券,全网公开券,,,,
Na39QGkf5tGQ9dNnwqi7ayuRtB-3YYyygVC0N8xJwmbIR0,洗发水bcbabycare100ml宝宝专用,84226,bc babycare,49.9,19.9,49.9,399.00,19.9,,babycare旗舰店,babycare幼朴儿童洗发水宝宝专用女孩男童柔顺洗发露护发素二合一,野生沙棘果油，柔顺发丝,洗发水bcbabycare100ml宝宝专用,http://img.alicdn.com/bao/uploaded/i1/2275046294/O1CN01hcZNwy1wMho5227uC_!!2275046294.jpg,38￥ CZ3456 D0BS3ZWsb18￥ https://m.tb.cn/h.g6hjTZx  babycare幼朴儿童洗发水宝宝专用女孩男童柔顺洗发露护发素二合一,2万+,50014812,婴童用品,,58￥ MF1643 iHiR3ZWIzyO￥ https://m.tb.cn/h.g6hQ2Oq  babycare幼朴儿童洗发水宝宝专用女孩男童柔顺洗发露护发素二合一,否,,,,,,,,,,是,,10,满49减10,单品券,妈妈渠道券,,,,,否,,,,,,,,,
AGrw0gmszt4OPq57QWtJ5nUvtn-Q7755dZTb2M5eneQIG,,84226,BEINGMATE/贝因美,128,89,128,128.00,89,,贝因美哺氧专卖店,贝因美海藻钙婴幼儿液体钙孕妇儿童宝宝钙滴剂高钙凝胶糖果,,,http://img.alicdn.com/bao/uploaded/i4/2214892859693/O1CN01R5Ch9a2LTS1JzsFVu_!!0-item_pic.jpg,58￥ MF3543 duD43ZWI5N6￥ https://m.tb.cn/h.g6slRkw  贝因美海藻钙婴幼儿液体钙孕妇儿童宝宝钙滴剂高钙凝胶糖果,100+,35,奶粉/辅食/营养品/零食,,58￥ ZH4920 WzxD3ZWshtx￥ https://m.tb.cn/h.gh7oIuI  贝因美海藻钙婴幼儿液体钙孕妇儿童宝宝钙滴剂高钙凝胶糖果,否,,,,,,,,,,是,,39,满120减39,单品券,妈妈渠道券,,,,,否,,,,,,,,,
vRAyXP8UZt6xpv9joXiMYQT0te-Vqq55XZipmZvqwKMiJ,英氏婴幼儿儿童金盏花沐浴露,84226,YEEHOO/英氏,79,59,79,209.00,59,,英氏婴童洗护旗舰店,英氏儿童沐浴露洗发水二合一宝宝专用婴儿沐浴乳宝洗发沐浴露,天然金盏花，一瓶两用,英氏婴幼儿儿童金盏花沐浴露,http://img.alicdn.com/bao/uploaded/i1/2200552342840/O1CN01tyFQvz1WqlnHfdn3a_!!0-item_pic.jpg,57￥ MF1643 0v2s3ZWssec￥ https://m.tb.cn/h.g6sPsfN  英氏儿童沐浴露洗发水二合一宝宝专用婴儿沐浴乳宝洗发沐浴露,8000+,50014812,婴童用品,,28￥ CZ3460 MHCM3ZWI4jM￥ https://m.tb.cn/h.g6sPAqb  英氏儿童沐浴露洗发水二合一宝宝专用婴儿沐浴乳宝洗发沐浴露,否,,,,,,,,,,是,,20,满79减20,单品券,妈妈渠道券,,,,,否,,,,,,,,,
jWPMkw0U0tJ5eP0q8gfJwGTJte-BGG665ZCrVBV7DNeT8,贝特倍护天然茶籽除菌婴儿洗衣液,84226,贝特倍护,39.9,19.9,39.9,129.00,19.9,17.91,贝特倍护旗舰店,孩子王贝特倍护婴儿茶籽洗衣液宝宝专用儿童清洗液婴幼儿清洁皂液,天然茶籽 茶香四溢 0添加 易漂洗 深层去污,贝特倍护天然茶籽除菌婴儿洗衣液,http://img.alicdn.com/bao/uploaded/i3/3884898643/O1CN01I7wab02DiY64qNQ22_!!0-item_pic.jpg,18￥ HU7632 BNvY3ZWHhE3￥ https://m.tb.cn/h.g6sPKYp  孩子王贝特倍护婴儿茶籽洗衣液宝宝专用儿童清洗液婴幼儿清洁皂液,30万+,50014812,婴童用品,,09￥ HU7632 JQCt3ZWIfVK￥ https://m.tb.cn/h.gh7oRcl  孩子王贝特倍护婴儿茶籽洗衣液宝宝专用儿童清洗液婴幼儿清洁皂液,否,,,,,,,,,,是,,20,满39减20,单品券,妈妈渠道券,,,,,是,,,满39减10,单品券,全网公开券,,满299减30,店铺券,全网公开券
Na39QGju5tGQ9dNnwqi72AfRtB-booDDB5fGgbx6OQecD,贝德专用天然呵护滋养儿童抚触油,84226,bodcrme/贝德美,89,39,89,149.00,39,,贝德美旗舰店,贝德美婴儿专用抚触油新生宝宝按摩油天然呵护滋润保湿儿童润肤油,,贝德专用天然呵护滋养儿童抚触油,http://img.alicdn.com/bao/uploaded/i1/2201196082363/O1CN01SLnLlx1TKIsBAkXKm_!!0-item_pic.jpg,59￥ CZ0012 Xx1Y3ZWHhMa￥ https://m.tb.cn/h.gh7ouAw  贝德美婴儿专用抚触油新生宝宝按摩油天然呵护滋润保湿儿童润肤油,6万+,50014812,婴童用品,,57￥ HU0854 1tzw3ZWH7dq￥ https://m.tb.cn/h.g6hjwAu  贝德美婴儿专用抚触油新生宝宝按摩油天然呵护滋润保湿儿童润肤油,否,,,,,,,,,,是,,50,满89减50,单品券,妈妈渠道券,,,,,是,,,满60减10,单品券,全网公开券,,,,
XDVMrGafGtXDgGkK9PTmOgSBtg-wGGJJDwCQXB5ePD6Tx,贝蜜儿益生菌宝宝可食用菌株,84226,Babymier/贝蜜儿,69.9,19.9,69.9,399.00,19.9,,babymier贝蜜儿旗舰店,【秒杀】贝蜜儿益生菌粉儿童益生元宝宝可食用6联送婴幼儿营养品,买2送1，买3送2，买5送4，请加购合并下单哦,贝蜜儿益生菌宝宝可食用菌株,http://img.alicdn.com/bao/uploaded/i4/2206587694943/O1CN01Ts2dB41mNwihNgnIz_!!0-item_pic.jpg,28￥ CZ3456 wI5p3ZWIJao￥ https://m.tb.cn/h.g6hjGvW  【秒杀】贝蜜儿益生菌粉儿童益生元宝宝可食用6联送婴幼儿营养品,7万+,35,奶粉/辅食/营养品/零食,,48￥ HU7632 0X0m3ZWsYpL￥ https://m.tb.cn/h.g6hjbOj  【秒杀】贝蜜儿益生菌粉儿童益生元宝宝可食用6联送婴幼儿营养品,否,,,,,,,,,,是,,50,满59减50,单品券,妈妈渠道券,,,,,是,,,满200减30,店铺券,全网公开券,,满400减50,店铺券,全网公开券
